PARTICLE	0	0.095459	-1.250000	1.250000	0.000000	0.660000	0.720000	0.000000	0.000000	0.000000	0.000000
PARTICLE	1	0.095459	-1.250000	0.980000	0.000000	0.540000	-0.700000	0.000000	0.000000	0.000000	0.000000
PARTICLE	2	0.095459	-1.250000	0.710000	0.000000	0.860000	-0.300000	0.000000	0.000000	0.000000	0.000000
PARTICLE	3	0.095459	-1.250000	0.440000	0.000000	0.720000	0.840000	0.000000	0.000000	0.000000	0.000000
PARTICLE	4	0.095459	-1.250000	0.170000	0.000000	-0.020000	-0.580000	0.000000	0.000000	0.000000	0.000000
PARTICLE	5	0.095459	-1.250000	-0.100000	0.000000	0.240000	-0.460000	0.000000	0.000000	0.000000	0.000000
PARTICLE	6	0.095459	-1.250000	-0.370000	0.000000	0.800000	0.180000	0.000000	0.000000	0.000000	0.000000
PARTICLE	7	0.095459	-1.250000	-0.640000	0.000000	0.260000	-0.480000	0.000000	0.000000	0.000000	0.000000
PARTICLE	8	0.095459	-1.250000	-0.910000	0.000000	-0.200000	-0.480000	0.000000	0.000000	0.000000	0.000000
PARTICLE	9	0.095459	-1.250000	-1.180000	0.000000	0.440000	-0.280000	0.000000	0.000000	0.000000	0.000000
PARTICLE	10	0.095459	-0.980000	1.250000	0.000000	-0.780000	0.360000	0.000000	0.000000	0.000000	0.000000
PARTICLE	11	0.095459	-0.980000	0.980000	0.000000	0.340000	-0.420000	0.000000	0.000000	0.000000	0.000000
PARTICLE	12	0.095459	-0.980000	0.710000	0.000000	0.640000	-0.400000	0.000000	0.000000	0.000000	0.000000
PARTICLE	13	0.095459	-0.980000	0.440000	0.000000	0.240000	-0.540000	0.000000	0.000000	0.000000	0.000000
PARTICLE	14	0.095459	-0.980000	0.170000	0.000000	0.340000	-0.300000	0.000000	0.000000	0.000000	0.000000
PARTICLE	15	0.095459	-0.980000	-0.100000	0.000000	-0.420000	-0.960000	0.000000	0.000000	0.000000	0.000000
PARTICLE	16	0.095459	-0.980000	-0.370000	0.000000	-0.560000	0.160000	0.000000	0.000000	0.000000	0.000000
PARTICLE	17	0.095459	-0.980000	-0.640000	0.000000	0.380000	0.340000	0.000000	0.000000	0.000000	0.000000
PARTICLE	18	0.095459	-0.980000	-0.910000	0.000000	0.860000	0.120000	0.000000	0.000000	0.000000	0.000000
